+----------------------+-----------+------+------+--------------+-------------+
| modelname            | thickness | dvs  | drho | criticalDist | awayFromCMB |
| Lamella_201500000395 |        15 |   20 |    5 |      50.4075 |          10 |
| Lamella_201500000396 |        15 |   20 |   10 |      50.4075 |          10 |
| Lamella_201500000397 |        20 |  -30 |   -5 |          100 |          10 |
| Lamella_201500000398 |        20 |  -30 |    0 |          100 |          10 |
| Lamella_201500000399 |        20 |  -30 |    5 |          100 |          10 |
| Lamella_201500000400 |        20 |  -30 |   10 |          100 |          10 |
| Lamella_201500000401 |        20 |  -25 |   -5 |          100 |          10 |
| Lamella_201500000402 |        20 |  -25 |    0 |          100 |          10 |
| Lamella_201500000403 |        20 |  -25 |    5 |          100 |          10 |
| Lamella_201500000404 |        20 |  -25 |   10 |          100 |          10 |
| Lamella_201500000405 |        20 |  -20 |   -5 |          100 |          10 |
| Lamella_201500000406 |        20 |  -20 |    0 |          100 |          10 |
| Lamella_201500000407 |        20 |  -20 |    5 |          100 |          10 |
| Lamella_201500000408 |        20 |  -20 |   10 |          100 |          10 |
| Lamella_201500000409 |        20 |  -15 |   -5 |          100 |          10 |
| Lamella_201500000410 |        20 |  -15 |    0 |          100 |          10 |
| Lamella_201500000411 |        20 |  -15 |    5 |          100 |          10 |
| Lamella_201500000412 |        20 |  -15 |   10 |          100 |          10 |
| Lamella_201500000413 |        20 |  -10 |   -5 |          100 |          10 |
| Lamella_201500000414 |        20 |  -10 |    0 |          100 |          10 |
| Lamella_201500000415 |        20 |  -10 |    5 |          100 |          10 |
| Lamella_201500000416 |        20 |  -10 |   10 |          100 |          10 |
| Lamella_201500000417 |        20 |   -5 |   -5 |          100 |          10 |
| Lamella_201500000418 |        20 |   -5 |    0 |          100 |          10 |
| Lamella_201500000419 |        20 |   -5 |    5 |          100 |          10 |
| Lamella_201500000420 |        20 |   -5 |   10 |          100 |          10 |
| Lamella_201500000421 |        20 |    0 |   -5 |          100 |          10 |
| Lamella_201500000422 |        20 |    0 |    0 |          100 |          10 |
| Lamella_201500000423 |        20 |    0 |    5 |          100 |          10 |
| Lamella_201500000424 |        20 |    0 |   10 |          100 |          10 |
| Lamella_201500000425 |        20 |    5 |   -5 |       69.957 |          10 |
| Lamella_201500000426 |        20 |    5 |    0 |       69.957 |          10 |
| Lamella_201500000427 |        20 |    5 |    5 |       69.957 |          10 |
| Lamella_201500000428 |        20 |    5 |   10 |       69.957 |          10 |
| Lamella_201500000429 |        20 |   10 |   -5 |      60.8911 |          10 |
| Lamella_201500000430 |        20 |   10 |    0 |      60.8911 |          10 |
| Lamella_201500000431 |        20 |   10 |    5 |      60.8911 |          10 |
| Lamella_201500000432 |        20 |   10 |   10 |      60.8911 |          10 |
| Lamella_201500000433 |        20 |   15 |   -5 |      54.8203 |          10 |
| Lamella_201500000434 |        20 |   15 |    0 |      54.8203 |          10 |
| Lamella_201500000435 |        20 |   15 |    5 |      54.8203 |          10 |
| Lamella_201500000436 |        20 |   15 |   10 |      54.8203 |          10 |
| Lamella_201500000437 |        20 |   20 |   -5 |      50.2905 |          10 |
| Lamella_201500000438 |        20 |   20 |    0 |      50.2905 |          10 |
| Lamella_201500000439 |        20 |   20 |    5 |      50.2905 |          10 |
| Lamella_201500000440 |        20 |   20 |   10 |      50.2905 |          10 |
| Lamella_201500000441 |        25 |  -30 |   -5 |          100 |          10 |
| Lamella_201500000442 |        25 |  -30 |    0 |          100 |          10 |
| Lamella_201500000443 |        25 |  -30 |    5 |          100 |          10 |
| Lamella_201500000444 |        25 |  -30 |   10 |          100 |          10 |
| Lamella_201500000445 |        25 |  -25 |   -5 |          100 |          10 |
| Lamella_201500000446 |        25 |  -25 |    0 |          100 |          10 |
| Lamella_201500000447 |        25 |  -25 |    5 |          100 |          10 |
| Lamella_201500000448 |        25 |  -25 |   10 |          100 |          10 |
| Lamella_201500000449 |        25 |  -20 |   -5 |          100 |          10 |
| Lamella_201500000450 |        25 |  -20 |    0 |          100 |          10 |
| Lamella_201500000451 |        25 |  -20 |    5 |          100 |          10 |
| Lamella_201500000452 |        25 |  -20 |   10 |          100 |          10 |
| Lamella_201500000453 |        25 |  -15 |   -5 |          100 |          10 |
| Lamella_201500000454 |        25 |  -15 |    0 |          100 |          10 |
| Lamella_201500000455 |        25 |  -15 |    5 |          100 |          10 |
| Lamella_201500000456 |        25 |  -15 |   10 |          100 |          10 |
| Lamella_201500000457 |        25 |  -10 |   -5 |          100 |          10 |
| Lamella_201500000458 |        25 |  -10 |    0 |          100 |          10 |
| Lamella_201500000459 |        25 |  -10 |    5 |          100 |          10 |
| Lamella_201500000460 |        25 |  -10 |   10 |          100 |          10 |
| Lamella_201500000461 |        25 |   -5 |   -5 |          100 |          10 |
| Lamella_201500000462 |        25 |   -5 |    0 |          100 |          10 |
| Lamella_201500000463 |        25 |   -5 |    5 |          100 |          10 |
| Lamella_201500000464 |        25 |   -5 |   10 |          100 |          10 |
| Lamella_201500000465 |        25 |    0 |   -5 |          100 |          10 |
| Lamella_201500000466 |        25 |    0 |    0 |          100 |          10 |
| Lamella_201500000467 |        25 |    0 |    5 |          100 |          10 |
| Lamella_201500000468 |        25 |    0 |   10 |          100 |          10 |
| Lamella_201500000469 |        25 |    5 |   -5 |      69.8754 |          10 |
| Lamella_201500000470 |        25 |    5 |    0 |      69.8754 |          10 |
| Lamella_201500000471 |        25 |    5 |    5 |      69.8754 |          10 |
| Lamella_201500000472 |        25 |    5 |   10 |      69.8754 |          10 |
| Lamella_201500000473 |        25 |   10 |   -5 |       60.725 |          10 |
| Lamella_201500000474 |        25 |   10 |    0 |       60.725 |          10 |
| Lamella_201500000475 |        25 |   10 |    5 |       60.725 |          10 |
| Lamella_201500000476 |        25 |   10 |   10 |       60.725 |          10 |
| Lamella_201500000477 |        25 |   15 |   -5 |      54.6839 |          10 |
| Lamella_201500000478 |        25 |   15 |    0 |      54.6839 |          10 |
| Lamella_201500000479 |        25 |   15 |    5 |      54.6839 |          10 |
| Lamella_201500000480 |        25 |   15 |   10 |      54.6839 |          10 |
| Lamella_201500000481 |        25 |   20 |   -5 |      50.1734 |          10 |
| Lamella_201500000482 |        25 |   20 |    0 |      50.1734 |          10 |
| Lamella_201500000483 |        25 |   20 |    5 |      50.1734 |          10 |
| Lamella_201500000484 |        25 |   20 |   10 |      50.1734 |          10 |
| Lamella_201500000485 |        30 |  -30 |   -5 |          100 |          10 |
| Lamella_201500000486 |        30 |  -30 |    0 |          100 |          10 |
| Lamella_201500000487 |        30 |  -30 |    5 |          100 |          10 |
| Lamella_201500000488 |        30 |  -30 |   10 |          100 |          10 |
| Lamella_201500000489 |        30 |  -25 |   -5 |          100 |          10 |
| Lamella_201500000490 |        30 |  -25 |    0 |          100 |          10 |
| Lamella_201500000491 |        30 |  -25 |    5 |          100 |          10 |
| Lamella_201500000492 |        30 |  -25 |   10 |          100 |          10 |
| Lamella_201500000493 |        30 |  -20 |   -5 |          100 |          10 |
| Lamella_201500000494 |        30 |  -20 |    0 |          100 |          10 |
| Lamella_201500000495 |        30 |  -20 |    5 |          100 |          10 |
| Lamella_201500000496 |        30 |  -20 |   10 |          100 |          10 |
| Lamella_201500000497 |        30 |  -15 |   -5 |          100 |          10 |
| Lamella_201500000498 |        30 |  -15 |    0 |          100 |          10 |
| Lamella_201500000499 |        30 |  -15 |    5 |          100 |          10 |
| Lamella_201500000500 |        30 |  -15 |   10 |          100 |          10 |
| Lamella_201500000501 |        30 |  -10 |   -5 |          100 |          10 |
| Lamella_201500000502 |        30 |  -10 |    0 |          100 |          10 |
| Lamella_201500000503 |        30 |  -10 |    5 |          100 |          10 |
| Lamella_201500000504 |        30 |  -10 |   10 |          100 |          10 |
| Lamella_201500000505 |        30 |   -5 |   -5 |          100 |          10 |
| Lamella_201500000506 |        30 |   -5 |    0 |          100 |          10 |
| Lamella_201500000507 |        30 |   -5 |    5 |          100 |          10 |
| Lamella_201500000508 |        30 |   -5 |   10 |          100 |          10 |
| Lamella_201500000509 |        30 |    0 |   -5 |          100 |          10 |
| Lamella_201500000510 |        30 |    0 |    0 |          100 |          10 |
| Lamella_201500000511 |        30 |    0 |    5 |          100 |          10 |
| Lamella_201500000512 |        30 |    0 |   10 |          100 |          10 |
| Lamella_201500000513 |        30 |    5 |   -5 |       69.651 |          10 |
| Lamella_201500000514 |        30 |    5 |    0 |       69.651 |          10 |
| Lamella_201500000515 |        30 |    5 |    5 |       69.651 |          10 |
| Lamella_201500000516 |        30 |    5 |   10 |       69.651 |          10 |
| Lamella_201500000517 |        30 |   10 |   -5 |       60.653 |          10 |
| Lamella_201500000518 |        30 |   10 |    0 |       60.653 |          10 |
| Lamella_201500000519 |        30 |   10 |    5 |       60.653 |          10 |
| Lamella_201500000520 |        30 |   10 |   10 |       60.653 |          10 |
| Lamella_201500000521 |        30 |   15 |   -5 |      54.6222 |          10 |
| Lamella_201500000522 |        30 |   15 |    0 |      54.6222 |          10 |
| Lamella_201500000523 |        30 |   15 |    5 |      54.6222 |          10 |
| Lamella_201500000524 |        30 |   15 |   10 |      54.6222 |          10 |
| Lamella_201500000525 |        30 |   20 |   -5 |      50.0562 |          10 |
| Lamella_201500000526 |        30 |   20 |    0 |      50.0562 |          10 |
| Lamella_201500000527 |        30 |   20 |    5 |      50.0562 |          10 |
| Lamella_201500000528 |        30 |   20 |   10 |      50.0562 |          10 |
| Lamella_201500000529 |         5 |  -30 |   -5 |          100 |          15 |
| Lamella_201500000530 |         5 |  -30 |    0 |          100 |          15 |
| Lamella_201500000531 |         5 |  -30 |    5 |          100 |          15 |
| Lamella_201500000532 |         5 |  -30 |   10 |          100 |          15 |
| Lamella_201500000533 |         5 |  -25 |   -5 |          100 |          15 |
| Lamella_201500000534 |         5 |  -25 |    0 |          100 |          15 |
| Lamella_201500000535 |         5 |  -25 |    5 |          100 |          15 |
| Lamella_201500000536 |         5 |  -25 |   10 |          100 |          15 |
| Lamella_201500000537 |         5 |  -20 |   -5 |          100 |          15 |
| Lamella_201500000538 |         5 |  -20 |    0 |          100 |          15 |
| Lamella_201500000539 |         5 |  -20 |    5 |          100 |          15 |
| Lamella_201500000540 |         5 |  -20 |   10 |          100 |          15 |
| Lamella_201500000541 |         5 |  -15 |   -5 |          100 |          15 |
| Lamella_201500000542 |         5 |  -15 |    0 |          100 |          15 |
| Lamella_201500000543 |         5 |  -15 |    5 |          100 |          15 |
| Lamella_201500000544 |         5 |  -15 |   10 |          100 |          15 |
| Lamella_201500000545 |         5 |  -10 |   -5 |          100 |          15 |
| Lamella_201500000546 |         5 |  -10 |    0 |          100 |          15 |
| Lamella_201500000547 |         5 |  -10 |    5 |          100 |          15 |
| Lamella_201500000548 |         5 |  -10 |   10 |          100 |          15 |
| Lamella_201500000549 |         5 |   -5 |   -5 |          100 |          15 |
| Lamella_201500000550 |         5 |   -5 |    0 |          100 |          15 |
| Lamella_201500000551 |         5 |   -5 |    5 |          100 |          15 |
| Lamella_201500000552 |         5 |   -5 |   10 |          100 |          15 |
| Lamella_201500000553 |         5 |    0 |   -5 |          100 |          15 |
| Lamella_201500000554 |         5 |    0 |    0 |          100 |          15 |
| Lamella_201500000555 |         5 |    0 |    5 |          100 |          15 |
| Lamella_201500000556 |         5 |    0 |   10 |          100 |          15 |
| Lamella_201500000557 |         5 |    5 |   -5 |       70.404 |          15 |
| Lamella_201500000558 |         5 |    5 |    0 |       70.404 |          15 |
| Lamella_201500000559 |         5 |    5 |    5 |       70.404 |          15 |
| Lamella_201500000560 |         5 |    5 |   10 |       70.404 |          15 |
| Lamella_201500000561 |         5 |   10 |   -5 |      61.1272 |          15 |
